Area,Year,Month,Time,Crime Type,Latitude,Longitude,Cluster
DEVASANDRA MAIN ROAD,2018.0,7.0,,THEFT,13.0104,77.7034,0
DEVASANDRA MAIN ROAD,2017.0,9.0,,CRIMES RELATED TO WOMEN,13.0078,77.6936,0
DEVASANDRA MAIN ROAD,2023.0,8.0,,THEFT,13.0037,77.7077,0
DEVASANDRA MAIN ROAD,2021.0,6.0,,CRUELTY BY HUSBAND,13.0104,77.7028,0
DEVASANDRA MAIN ROAD,2017.0,2.0,,BURGLARY - NIGHT,13.0031,77.6984,0
DEVASANDRA MAIN ROAD,2022.0,8.0,,MISSING PERSON,13.0054,77.7045,0
DHOBIGAT,2020.0,8.0,,THEFT,12.9511,77.5553,-1
DHOBIGAT,2019.0,10.0,,Karnataka State Local Act,12.9542,77.5534,-1
DIAGONAL ROAD,2018.0,4.0,,KARNATAKA POLICE ACT 1963,12.9523,77.577,-1
DINNUR,2024.0,1.0,,CYBER CRIME,12.9945,77.7289,-1
DNR LAYOUT,2018.0,8.0,,CASES OF HURT,13.001,77.5789,0
DNR LAYOUT,2024.0,2.0,,THEFT,12.9993,77.5781,0
DNR LAYOUT,2022.0,4.0,,KIDNAPPING AND ABDUCTION,12.9975,77.5772,0
DNR LAYOUT,2023.0,1.0,,BURGLARY - DAY,12.9995,77.5775,0
DNR LAYOUT,2019.0,7.0,,PUBLIC SAFETY,13.0001,77.5808,0
DODANNA LAYOUT,2023.0,10.0,,CASES OF HURT,13.0108,77.6144,-1
DODDA THOGURU M M SCHOOL ROAD,2023.0,11.0,,MISSING PERSON,12.84,77.6632,-1
DODDA THOGURU M M SCHOOL ROAD,2021.0,12.0,,MISSING PERSON,12.8525,77.6557,-1
DODDABANAHALLY,2020.0,6.0,,CRIMES RELATED TO WOMEN,12.9961,77.7489,-1
DODDABETTAHALLI,2023.0,12.0,,CASES OF HURT,13.0918,77.5527,-1
DODDABETTAHALLI,2023.0,9.0,,CHEATING,13.08,77.55,-1
DODDAGOWDANAPALYA,2021.0,3.0,,THEFT,12.9768,77.5753,-1
DODDAHEJJAJI,2019.0,4.0,,MISSING PERSON,13.2064,77.4401,-1
DODDAMAVALLI,2022.0,7.0,,THEFT,12.9566,77.5826,-1
DODDAMAVALLI,2023.0,10.0,,THEFT,12.9569,77.5826,-1
DODDANAKKUNDI,2022.0,8.0,,THEFT,12.9595,77.7033,0
DODDANAKKUNDI,2024.0,2.0,,CYBER CRIME,12.9585,77.7021,0
DODDANAKKUNDI,2023.0,10.0,,CYBER CRIME,12.9952,77.6742,0
DODDANAKKUNDI,2023.0,11.0,,THEFT,12.9598,77.7135,0
DODDANAKKUNDI,2023.0,4.0,,MISSING PERSON,12.9555,77.6941,0
DODDANAKKUNDI,2023.0,9.0,,THEFT,12.9781,77.7003,0
DODDANAKKUNDI,2023.0,12.0,,CYBER CRIME,12.9638,77.7022,0
DODDANAKKUNDI,2022.0,2.0,,DEATHS DUE TO RASHNESS/NEGLIGENCE,12.9614,77.7188,0
DODDANAKKUNDI,2022.0,3.0,,BURGLARY - NIGHT,12.9576,77.6944,0
DODDANAKKUNDI,2023.0,6.0,,THEFT,12.9715,77.7094,0
DODDANAKKUNDI,2024.0,2.0,,CHEATING,12.9602,77.7159,0
DODDANAKKUNDI,2023.0,12.0,,THEFT,12.96,77.6254,0
DODDANAKKUNDI,2023.0,8.0,,THEFT,12.9682,77.7043,0
DOMMASANDRA,2020.0,5.0,,BURGLARY - NIGHT,12.8258,77.7633,0
DOMMASANDRA,2021.0,12.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8848,77.7464,0
DOMMASANDRA,2021.0,2.0,,THEFT,12.8801,77.7649,0
DOMMASANDRA,2019.0,9.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8796,77.7536,0
DOMMASANDRA,2022.0,6.0,,THEFT,12.8846,77.7495,0
DOMMASANDRA,2023.0,10.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8874,77.7396,0
DOMMASANDRA,2023.0,7.0,,CASES OF HURT,12.8861,77.7436,0
DOMMASANDRA,2022.0,10.0,,THEFT,12.8843,77.7377,0
DUGGALAMMA LAYOUT,2023.0,5.0,,KARNATAKA POLICE ACT 1963,13.0126,77.5118,-1
DWARAKA NAGARA TO VENKATAPPA LAYOUT MORI,2023.0,4.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9344,77.5367,-1
DWARAKA NAGARA TO VENKATAPPA LAYOUT MORI,2023.0,9.0,,THEFT,12.9337,77.5362,-1
Deconson Road,2023.0,12.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.982,77.6249,-1
Deconson Road,2020.0,7.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9735,77.62,-1
Deconson Road,2018.0,1.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9841,77.6408,-1
Deepanjali Nagar,2022.0,7.0,,THEFT,12.9527,77.5371,-1
Deepanjali Nagar,2020.0,1.0,,ROBBERY,12.9522,77.5371,-1
Devasandra Industrial Area,2023.0,11.0,,MISSING PERSON,12.9887,77.7011,-1
Dhobighat,2020.0,12.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9784,77.6188,-1
Dodda Banasawadi,2023.0,9.0,,CHEATING,13.0191,77.6465,-1
Dodda Banasawadi,2023.0,11.0,,CYBER CRIME,13.0191,77.6465,-1
Doddabommasandra,2016.0,12.0,,THEFT,13.0701,77.5576,-1
Doddabommasandra,2016.0,7.0,,CHEATING,13.065,77.5596,-1
Doddabommasandra,2016.0,6.0,,KIDNAPPING AND ABDUCTION,13.0632,77.5634,-1
Doddabommasandra,2017.0,9.0,,CHEATING,13.0616,77.5562,-1
Doddan Layout,2023.0,11.0,,CYBER CRIME,12.9985,77.4961,-1
Domlur Village,2019.0,7.0,,THEFT,12.9627,77.6366,-1
Domlur Village,2024.0,2.0,,MISSING PERSON,12.9625,77.6352,-1
EC IInd gate,2017.0,7.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8615,77.6608,-1
EIGHTY FEET ROAD HANUMANTH NAGAR,2023.0,9.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9446,77.5645,-1
EIGHTY FEET ROAD HANUMANTH NAGAR,2018.0,5.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9486,77.5528,-1
EIGTH MAIN NINTH MAIN TENTH MAIN BASAVESHWARANAGARA,2023.0,7.0,,CHEATING,12.988,77.5375,-1
ELECTRONIC CITY,2023.0,11.0,,CRIMINAL INTIMIDATION,12.8542,77.6561,-1
ELECTRONIC CITY,2023.0,6.0,,CHEATING,12.8523,77.695,-1
ERAMMA GARDEN,2020.0,9.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9491,77.6051,0
ERAMMA GARDEN,2023.0,9.0,,KARNATAKA POLICE ACT 1963,12.9496,77.6164,0
ERAMMA GARDEN,2023.0,2.0,,CRUELTY BY HUSBAND,12.9562,77.6267,0
ERAMMA GARDEN,2017.0,6.0,,THEFT,12.9442,77.6087,0
ERAMMA GARDEN,2019.0,7.0,,MISSING PERSON,12.95,77.6179,0
ERAMMA GARDEN,2016.0,8.0,,MISSING PERSON,12.9501,77.6173,0
ERANNA GUDDE,2023.0,7.0,,CHEATING,12.929,77.5519,-1
ESHWARI NAGARA,2023.0,6.0,,CHEATING,12.9326,77.5449,-1
EWS SECTOR,2023.0,11.0,,MISSING PERSON,12.8898,77.5733,-1
EWS SECTOR,2023.0,6.0,,THEFT,12.888,77.5709,-1
Eidga Ground,2022.0,1.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9614,77.5504,-1
Eighth Block Jayanagar,2024.0,1.0,,KIDNAPPING AND ABDUCTION,12.9149,77.5747,0
Eighth Block Jayanagar,2023.0,10.0,,CYBER CRIME,12.9725,77.5489,0
Eighth Block Jayanagar,2019.0,4.0,,ATTEMPT TO MURDER,12.9344,77.5927,0
Eighth Block Jayanagar,2017.0,10.0,,CrPC,12.9114,77.5728,0
Eighth Block Jayanagar,2024.0,3.0,,ROBBERY,12.931,77.5762,0
Eighth Block Jayanagar,2016.0,9.0,,THEFT,12.9198,77.5777,0
Ejipura,2016.0,11.0,,THEFT,12.9439,77.6298,0
Ejipura,2017.0,12.0,,ATTEMPT TO MURDER,12.9402,77.6307,0
Ejipura,2022.0,3.0,,MISSING PERSON,12.9515,77.625,0
Ejipura,2020.0,9.0,,PUBLIC SAFETY,12.9486,77.6276,0
Ejipura,2020.0,5.0,,MISSING PERSON,12.948,77.6275,0
Ejipura,2022.0,10.0,,KIDNAPPING AND ABDUCTION,12.9438,77.629,0
Ejipura,2022.0,11.0,,MISSING PERSON,12.9421,77.6267,0
Ejipura,2023.0,10.0,,MISSING PERSON,12.9454,77.6274,0
Ejipura,2023.0,12.0,,BURGLARY - NIGHT,12.9462,77.6262,0
Electronic City Main Gate,2020.0,3.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8421,77.6754,-1
Electronic City Main Gate,2021.0,3.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.8439,77.6742,-1
Electronic City Main Gate,2019.0,1.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.8475,77.671,-1
Electronic City Phase I,2019.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8455,77.6631,-1
Eshwari nagara,2022.0,3.0,,THEFT,12.9098,77.5697,-1
FF COLONY SEVENTEENTH MAIN,2023.0,6.0,,CRIMES RELATED TO WOMEN,13.0156,77.6521,-1
FIRST CROSS TO SIXTEENTH CROSS INDIRANAGARA,2018.0,3.0,,CRIMES RELATED TO WOMEN,12.9954,77.5262,-1
FOURTH BLOCK,2023.0,9.0,,CHEATING,12.985,77.5578,-1
FOURTH BLOCK,2017.0,8.0,,CHEATING,12.985,77.5578,-1
FOURTH BLOCK,2017.0,7.0,,CHEATING,12.9901,77.554,-1
FOURTH BLOCK,2020.0,2.0,,CHEATING,12.9901,77.554,-1
FOURTH BLOCK NAGARABHAVI BEHIND SBI BANK,2017.0,10.0,,THEFT,12.9766,77.5161,-1
FOURTH BLOCK NAGARABHAVI BEHIND SBI BANK,2017.0,11.0,,THEFT,12.9588,77.5147,-1
FOURTH BLOCK NAGARABHAVI BEHIND SBI BANK,2024.0,2.0,,MISSING PERSON,12.9782,77.5152,-1
FRAZER TOWN,2024.0,3.0,,MISSING PERSON,12.9978,77.6217,-1
FRAZER TOWN,2023.0,10.0,,CYBER CRIME,12.9992,77.6196,-1
FRAZER TOWN,2023.0,12.0,,THEFT,12.9924,77.6533,-1
Fifth Block Jayanagar,2016.0,11.0,,THEFT,12.9552,77.62,-1
Fifth Block Jayanagar,2021.0,12.0,,CHEATING,12.9348,77.5876,-1
Fifth Block Jayanagar,2019.0,6.0,,CHEATING,12.9169,77.5857,-1
Fifth Block Jayanagar,2017.0,7.0,,THEFT,12.9224,77.586,-1
First Main Road K.P.Agrahara,2022.0,5.0,,THEFT,12.9696,77.5522,-1
First Main Road K.P.Agrahara,2016.0,10.0,,MISSING PERSON,12.969,77.5593,-1
First Main Road K.P.Agrahara,2018.0,3.0,,THEFT,12.9696,77.5522,-1
First Main Road K.P.Agrahara,2019.0,1.0,,CRIMES RELATED TO WOMEN,12.9696,77.5522,-1
First circle,2019.0,2.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.2005,77.6992,-1
First circle,2017.0,11.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1982,77.6801,-1
First circle,2019.0,7.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.2005,77.6992,-1
Flower Garden,2023.0,6.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9426,77.5256,-1
Fourth T Block Jayanagar,2017.0,8.0,,THEFT,12.925,77.5882,0
Fourth T Block Jayanagar,2021.0,3.0,,ROBBERY,12.9277,77.5882,0
Fourth T Block Jayanagar,2020.0,3.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9188,77.5895,0
Fourth T Block Jayanagar,2019.0,4.0,,BURGLARY - NIGHT,12.9167,77.5976,0
Fourth T Block Jayanagar,2016.0,9.0,,MISSING PERSON,12.9247,77.5886,0
Friends Colony,2017.0,11.0,,CrPC,12.9381,77.6329,-1
Friends Colony,2017.0,11.0,,POCSO,12.9345,77.6312,-1
Friends Colony,2021.0,3.0,,CASES OF HURT,12.9338,77.6312,-1
G D PARK EXTN,2018.0,12.0,,THEFT,13.0063,77.5749,-1
G D PARK EXTN,2019.0,8.0,,PUBLIC SAFETY,13.006,77.5785,-1
G D PARK EXTN,2023.0,4.0,,RIOTS,13.0073,77.5723,-1
G D PARK EXTN,2018.0,9.0,,MOLESTATION,13.0046,77.5732,-1
GANGANAGAR,2018.0,5.0,,MISSING PERSON,13.0205,77.5945,0
GANGANAGAR,2022.0,4.0,,CASES OF HURT,13.0205,77.5999,0
GANGANAGAR,2020.0,12.0,,DACOITY,13.0241,77.5861,0
GANGANAGAR,2020.0,2.0,,PUBLIC SAFETY,13.0205,77.5945,0
GANGANAGAR,2019.0,8.0,,BURGLARY - NIGHT,13.0205,77.5945,0
GANGANAGAR,2020.0,8.0,,THEFT,13.026,77.5865,0
GANGANAGAR,2022.0,12.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0282,77.5921,0
GANGANAGAR,2020.0,1.0,,FOREIGNER,13.0205,77.5945,0
GANGANAGAR,2022.0,12.0,,BURGLARY - NIGHT,13.0206,77.5945,0
GANGANAGAR,2022.0,8.0,,KIDNAPPING AND ABDUCTION,13.0241,77.5949,0
GANGANAGARA,2016.0,3.0,,PUBLIC SAFETY,13.0262,77.589,-1
GANGONDANAHALLI,2020.0,12.0,,CHEATING,13.0017,77.4725,0
GANGONDANAHALLI,2024.0,1.0,,COPY RIGHT ACT 1957,13.02,77.4682,0
GANGONDANAHALLI,2020.0,3.0,,CHEATING,13.0056,77.4701,0
GANGONDANAHALLI,2020.0,12.0,,THEFT,13.0018,77.4709,0
GANGONDANAHALLI,2024.0,1.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0082,77.4704,0
GANGONDANAHALLI,2023.0,10.0,,BURGLARY - NIGHT,13.0226,77.4544,0
GARDEN VILLAS,2024.0,1.0,,CYBER CRIME,12.9689,77.5248,-1
GARDEN VILLAS,2023.0,10.0,,CYBER CRIME,12.9695,77.5271,-1
GAS,2022.0,4.0,,ROBBERY,12.9198,77.5182,-1
GAYATHRI GATE,2017.0,3.0,,PUBLIC SAFETY,13.0101,77.5838,-1
GAYATHRINAGAR,2017.0,4.0,,THEFT,12.9976,77.5626,-1
GAYATHRINAGAR,2023.0,12.0,,MOLESTATION,13.0012,77.5582,-1
GAYATHRINAGAR,2017.0,7.0,,THEFT,12.9964,77.5643,-1
GAYATHRINAGAR,2018.0,12.0,,THEFT,12.9985,77.5617,-1
GEM PLAZA SAFINA FLAZA ANDREW'S CHURCH,2024.0,2.0,,CHEATING,12.982,77.6013,-1
GIRINAGAR,2022.0,12.0,,THEFT,12.9359,77.5509,-1
GIRINAGARA SECOND PHASE,2023.0,10.0,,FORGERY,12.9326,77.5365,-1
GIRINAGARA T BLOCK,2023.0,11.0,,CASES OF HURT,12.9179,77.5347,-1
GOKULA,2019.0,5.0,,DEATHS DUE TO RASHNESS/NEGLIGENCE,13.0397,77.5556,-1
GOPALAPURA,2024.0,1.0,,CYBER CRIME,12.9754,77.5764,-1
GOTTIGERE,2021.0,4.0,,THEFT,12.8564,77.5888,-1
GOTTIGERE,2018.0,6.0,,THEFT,12.8552,77.5857,-1
GOTTIGERE,2017.0,5.0,,BURGLARY - DAY,12.8563,77.5873,-1
GUNJUR BALAGERE GUNJUROALYA,2022.0,10.0,,CASES OF HURT,12.9217,77.7336,0
GUNJUR BALAGERE GUNJUROALYA,2023.0,10.0,,CHEATING,12.9226,77.7368,0
GUNJUR BALAGERE GUNJUROALYA,2023.0,11.0,,THEFT,12.9388,77.6975,0
GUNJUR BALAGERE GUNJUROALYA,2016.0,9.0,,MISSING PERSON,12.9206,77.7341,0
GUNJUR BALAGERE GUNJUROALYA,2020.0,6.0,,MISSING PERSON,12.9544,77.7331,0
GUNJUR BALAGERE GUNJUROALYA,2023.0,11.0,,THEFT,12.9222,77.7294,0
GUNJUR BALAGERE GUNJUROALYA,2023.0,11.0,,CYBER CRIME,12.9217,77.7369,0
GUNJUR BALAGERE GUNJUROALYA,2024.0,1.0,,CASES OF HURT,12.9218,77.7204,0
GUNJUR BALAGERE GUNJUROALYA,2020.0,1.0,,CYBER CRIME,12.9319,77.7265,0
GURAPPANA PALYA,2016.0,4.0,,BURGLARY - NIGHT,12.9166,77.6071,0
GURAPPANA PALYA,2021.0,6.0,,ANIMAL,12.9034,77.6072,0
GURAPPANA PALYA,2016.0,12.0,,BURGLARY - NIGHT,12.9195,77.6035,0
GURAPPANA PALYA,2016.0,7.0,,THEFT,12.923,77.6064,0
GURAPPANA PALYA,2016.0,5.0,,THEFT,12.9151,77.6096,0
GURUDATTA LAYOUT,2023.0,6.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9587,77.532,-1
Gandhinagara,2023.0,12.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.1013,77.5397,-1
Garudacharapalya,2023.0,11.0,,CYBER CRIME,12.9887,77.7005,-1
Garvebhavipalya,2024.0,2.0,,CYBER CRIME,12.8298,77.634,-1
Geleyara balaga,2023.0,2.0,,CRIMES RELATED TO WOMEN,13.0028,77.5473,-1
Girinagar,2016.0,,,2 wheeler theft,12.8983412,77.5867776,0
Girinagar,2016.0,,,2 wheeler theft,12.8843862,77.5612567,0
Girinagar,2019.0,,,2 wheeler theft,12.895621,77.659851,0
Girinagar,2015.0,,,2 wheeler theft,12.8953297,77.5789612,0
Girinagar,2016.0,,,2 wheeler theft,12.9087798,77.5718047,0
Girinagar,2017.0,,,2 wheeler theft,12.9109125,77.5865459,0
Girinagar,2016.0,,,2 wheeler theft,12.8977777,77.5705204,0
Girinagar,2019.0,,,2 wheeler theft,12.94578,77.57144,0
Girinagar,2016.0,,,2 wheeler theft,12.9124103,77.5870629,0
Girinagar,2015.0,,,2 wheeler theft,12.9077254,77.5978325,0
Goodshed Road,2023.0,8.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9807,77.5687,-1
Goodshed Road,2023.0,3.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9703,77.5743,-1
Goodshed Road,2023.0,1.0,,CRIMES RELATED TO WOMEN,12.9742,77.5709,-1
Goraguntepalya Circle,2022.0,5.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0238,77.5396,-1
Govindapura,2024.0,2.0,,KIDNAPPING AND ABDUCTION,13.0339,77.6197,-1
Govindapura,2023.0,9.0,,DOWRY DEATHS,13.0308,77.6169,-1
Govindapura,2023.0,8.0,,MISSING PERSON,13.0343,77.6197,-1
Govindapura,2023.0,12.0,,CYBER CRIME,13.0398,77.6194,-1
Govindarajanagar,2023.0,10.0,,CYBER CRIME,12.9777,77.5351,-1
Govindarajanagar,2022.0,12.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9798,77.5362,-1
Gowthampur,2017.0,2.0,,THEFT,12.9697,77.6307,-1
Gowthampur,2017.0,4.0,,THEFT,12.9657,77.6261,-1
Gowthampur,2019.0,8.0,,THEFT,12.9711,77.6321,-1
Gubbalala,2024.0,1.0,,THEFT,12.8355,77.5366,-1
Gubbalalla,2023.0,6.0,,PUBLIC SAFETY,12.8795,77.5444,-1
Gubbalalla,2023.0,3.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8598,77.526,-1
Gubbalalla,2023.0,7.0,,PUBLIC SAFETY,12.8779,77.5426,-1
Gubbalalla,2023.0,11.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8974,77.5406,-1
Gupta Layout,2021.0,9.0,,CRIMINAL INTIMIDATION,12.9309,77.5776,-1
Gupta Layout,2018.0,2.0,,CrPC,12.9745,77.6389,-1
H M T ROAD MATHIKRE,2020.0,12.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0174,77.56,-1
H.I.G COLONY,2018.0,1.0,,MISSING PERSON,13.0418,77.5697,-1
H.I.G COLONY,2022.0,9.0,,THEFT,13.04,77.56,-1
H.I.G COLONY,2018.0,5.0,,MOLESTATION,13.043,77.5665,-1
H.I.G COLONY,2023.0,8.0,,MISSING PERSON,13.0436,77.5632,-1
HALENAHALLI,2020.0,12.0,,KARNATAKA POLICE ACT 1963,13.1689,77.4469,-1
HAMEEDKHAN GARDEN,2017.0,10.0,,CASES OF HURT,12.9578,77.5801,0
HAMEEDKHAN GARDEN,2022.0,6.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9595,77.5806,0
HAMEEDKHAN GARDEN,2019.0,1.0,,CHEATING,12.9577,77.585,0
HAMEEDKHAN GARDEN,2018.0,4.0,,CrPC,12.9547,77.5823,0
HAMEEDKHAN GARDEN,2023.0,5.0,,THEFT,12.9559,77.5806,0
HANUMATHAPURA,2023.0,6.0,,CASES OF HURT,12.9906,77.5675,-1
HARAGADDE,2021.0,10.0,,KARNATAKA POLICE ACT 1963,12.7651,77.6563,-1
HARAGADDE,2020.0,4.0,,MISSING PERSON,12.7644,77.6545,-1
HARASHA LAYOUT,2022.0,6.0,,THEFT,12.9178,77.4845,-1
HBR LAYOUT,2024.0,2.0,,KARNATAKA POLICE ACT 1963,13.0167,77.6217,-1
HBR LAYOUT,2023.0,12.0,,CYBER CRIME,13.0325,77.634,-1
HBR Layout,2023.0,12.0,,ROBBERY,13.0347,77.6416,-1
HBR Layout,2019.0,3.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0359,77.6404,-1
HEASRGHATTA MAIN ROAD,2019.0,7.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0926,77.4905,-1
HEASRGHATTA MAIN ROAD,2023.0,12.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1006,77.5275,-1
HEASRGHATTA MAIN ROAD,2019.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.105,77.4839,-1
HEASRGHATTA MAIN ROAD,2019.0,7.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0703,77.5039,-1
HEELALIGE,2022.0,3.0,,MISSING PERSON,12.7516,77.6899,-1
HEELALIGE,2022.0,8.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7888,77.7047,-1
HEELALIGE,2019.0,7.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7981,77.6956,-1
HEGGADADEVANAPURA,2022.0,8.0,,MISSING PERSON,13.1294,77.4557,-1
HEGGADADEVANAPURA,2022.0,7.0,,CRIMES RELATED TO WOMEN,13.0872,77.4654,-1
HEGGADADEVANAPURA,2022.0,3.0,,THEFT,13.0849,77.4634,-1
HEGGADADEVANAPURA,2023.0,11.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0785,77.4508,-1
HEGGANAHALLI,2017.0,5.0,,NEGLIGENT ACT,13.0099,77.5062,0
HEGGANAHALLI,2022.0,8.0,,POCSO,13.0018,77.4992,0
HEGGANAHALLI,2017.0,6.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0189,77.5098,0
HEGGANAHALLI,2023.0,5.0,,CASES OF HURT,13.0018,77.4992,0
HEGGANAHALLI,2016.0,8.0,,PUBLIC SAFETY,13.0051,77.5269,0
HEGGANAHALLI,2022.0,10.0,,CRIMES RELATED TO WOMEN,13.0028,77.4982,0
HEGGANAHALLI,2016.0,2.0,,CYBER CRIME,13.0159,77.5114,0
HEGGANAHALLI,2016.0,8.0,,PUBLIC SAFETY,13.0185,77.5153,0
HEGGANAHALLI,2022.0,4.0,,ARMS ACT  1959,13.0013,77.5161,0
HEGGANAHALLI,2022.0,5.0,,KARNATAKA POLICE ACT 1963,13.0283,77.5196,0
HEGGANAHALLI,2016.0,3.0,,PUBLIC SAFETY,13.0032,77.5262,0
HEGGANAHALLI,2023.0,4.0,,PUBLIC SAFETY,13.0189,77.502,0
HEGGANAHALLI,2016.0,12.0,,NEGLIGENT ACT,13.0035,77.5261,0
HESARAGHATTA,2023.0,12.0,,MISSING PERSON,13.1152,77.4853,-1
HESARAGHATTA,2018.0,6.0,,CrPC,13.1152,77.4853,-1
HESARUGHATTA,2024.0,1.0,,Karnataka State Local Act,13.082,77.7728,-1
HESARUGHATTA,2018.0,9.0,,THEFT,13.082,77.7728,-1
HESARUGHATTA,2020.0,9.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.1259,77.4724,-1
HIGH GROUND,2024.0,2.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9839,77.5833,-1
HIGH GROUNDS,2024.0,2.0,,PUBLIC SAFETY,12.986,77.5896,-1
HKP road,2024.0,1.0,,CASES OF HURT,12.9884,77.6011,-1
HMT BLOCK,2016.0,9.0,,CHEATING,13.0204,77.5975,-1
HMT COLONY,2018.0,7.0,,CASES OF HURT,13.0467,77.5347,-1
HMT FACTORY.,2018.0,5.0,,CrPC,13.0536,77.5322,-1
HMT FACTORY.,2018.0,1.0,,CRIMES RELATED TO WOMEN,13.0488,77.5437,-1
HMT FACTORY.,2021.0,11.0,,THEFT,13.0458,77.5412,-1
HONGASANDRA,2020.0,3.0,,MISSING PERSON,12.894,77.6363,-1
HOODI ROAD,2018.0,7.0,,DEATHS DUE TO RASHNESS/NEGLIGENCE,13.0169,77.718,0
HOODI ROAD,2020.0,11.0,,DACOITY,13.0104,77.7028,0
HOODI ROAD,2017.0,1.0,,THEFT,13.0034,77.6984,0
HOODI ROAD,2018.0,6.0,,THEFT,13.0104,77.7034,0
HOODI ROAD,2018.0,7.0,,THEFT,13.0015,77.7032,0
HOODI ROAD,2020.0,9.0,,MISSING PERSON,13.0057,77.7269,0
HOODI ROAD,2019.0,3.0,,THEFT,13.0104,77.7028,0
HOODI ROAD,2023.0,11.0,,THEFT,13.0567,77.735,0
HOODI ROAD,2018.0,3.0,,CRIMINAL TRESPASS,13.0169,77.718,0
HOPE FORM TPL WHITEFIELD MAIN ROAD,2021.0,5.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9839,77.7524,-1
HOSA ROAD,2023.0,10.0,,CASES OF HURT,12.8908,77.6734,-1
HOSA ROAD,2023.0,10.0,,KIDNAPPING AND ABDUCTION,12.8761,77.6541,-1
HOSA ROAD JUNCTION,2021.0,8.0,,CASES OF HURT,12.8787,77.637,-1
HOSAKOTE TOWN,2021.0,3.0,,CRIMINAL BREACH OF TRUST,13.0374,77.4752,-1
HOSAKOTE TOWN,2020.0,9.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0583,77.7697,-1
HOSAPALYA,2022.0,10.0,,THEFT,12.9036,77.6314,-1
HOSAPALYA,2024.0,1.0,,CYBER CRIME,12.9639,77.6352,-1
HOSUR LASKAR ROAD,2023.0,12.0,,PUBLIC SAFETY,12.9357,77.6155,-1
HSR Layout,2021.0,4.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9151,77.6444,-1
HSR Layout,2024.0,1.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.912,77.6518,-1
HSR Layout,2023.0,11.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.9245,77.6518,-1
HSR Layout,2020.0,7.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9172,77.6434,-1
HULIMAVU GATE,2021.0,9.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.877,77.6029,0
