Area,Year,Month,Time,Crime Type,Latitude,Longitude
Electronic City Main Gate,2021,3,,MOTOR VEHICLE ACCIDENTS FATAL,12.8439,77.6742
Electronic City Main Gate,2019,1,,MOTOR VEHICLE ACCIDENTS FATAL,12.8475,77.671
Electronic City Phase I,2019,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8455,77.6631
Eshwari nagara,2022,3,,THEFT,12.9098,77.5697
FF COLONY SEVENTEENTH MAIN,2023,6,,CRIMES RELATED TO WOMEN,13.0156,77.6521
FIRST CROSS TO SIXTEENTH CROSS INDIRANAGARA,2018,3,,CRIMES RELATED TO WOMEN,12.9954,77.5262
FOURTH BLOCK,2023,9,,CHEATING,12.985,77.5578
FOURTH BLOCK,2017,8,,CHEATING,12.985,77.5578
FOURTH BLOCK,2017,7,,CHEATING,12.9901,77.554
FOURTH BLOCK,2020,2,,CHEATING,12.9901,77.554
FOURTH BLOCK NAGARABHAVI BEHIND SBI BANK,2017,10,,THEFT,12.9766,77.5161
FOURTH BLOCK NAGARABHAVI BEHIND SBI BANK,2017,11,,THEFT,12.9588,77.5147
FOURTH BLOCK NAGARABHAVI BEHIND SBI BANK,2024,2,,MISSING PERSON,12.9782,77.5152
FRAZER TOWN,2024,3,,MISSING PERSON,12.9978,77.6217
FRAZER TOWN,2023,10,,CYBER CRIME,12.9992,77.6196
FRAZER TOWN,2023,12,,THEFT,12.9924,77.6533
Fifth Block Jayanagar,2016,11,,THEFT,12.9552,77.62
Fifth Block Jayanagar,2021,12,,CHEATING,12.9348,77.5876
Fifth Block Jayanagar,2019,6,,CHEATING,12.9169,77.5857
Fifth Block Jayanagar,2017,7,,THEFT,12.9224,77.586
First Main Road K.P.Agrahara,2022,5,,THEFT,12.9696,77.5522
First Main Road K.P.Agrahara,2016,10,,MISSING PERSON,12.969,77.5593
First Main Road K.P.Agrahara,2018,3,,THEFT,12.9696,77.5522
First Main Road K.P.Agrahara,2019,1,,CRIMES RELATED TO WOMEN,12.9696,77.5522
First circle,2019,2,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.2005,77.6992
First circle,2017,11,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1982,77.6801
First circle,2019,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.2005,77.6992
Flower Garden,2023,6,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9426,77.5256
Fourth T Block Jayanagar,2017,8,,THEFT,12.925,77.5882
Fourth T Block Jayanagar,2021,3,,ROBBERY,12.9277,77.5882
Fourth T Block Jayanagar,2020,3,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9188,77.5895
Fourth T Block Jayanagar,2019,4,,BURGLARY - NIGHT,12.9167,77.5976
Fourth T Block Jayanagar,2016,9,,MISSING PERSON,12.9247,77.5886
Friends Colony,2017,11,,CrPC,12.9381,77.6329
Friends Colony,2017,11,,POCSO,12.9345,77.6312
Friends Colony,2021,3,,CASES OF HURT,12.9338,77.6312
G D PARK EXTN,2018,12,,THEFT,13.0063,77.5749
G D PARK EXTN,2019,8,,PUBLIC SAFETY,13.006,77.5785
G D PARK EXTN,2023,4,,RIOTS,13.0073,77.5723
G D PARK EXTN,2018,9,,MOLESTATION,13.0046,77.5732
GANGANAGAR,2018,5,,MISSING PERSON,13.0205,77.5945
GANGANAGAR,2022,4,,CASES OF HURT,13.0205,77.5999
GANGANAGAR,2020,12,,DACOITY,13.0241,77.5861
GANGANAGAR,2020,2,,PUBLIC SAFETY,13.0205,77.5945
GANGANAGAR,2019,8,,BURGLARY - NIGHT,13.0205,77.5945
GANGANAGAR,2020,8,,THEFT,13.026,77.5865
GANGANAGAR,2022,12,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0282,77.5921
GANGANAGAR,2020,1,,FOREIGNER,13.0205,77.5945
GANGANAGAR,2022,12,,BURGLARY - NIGHT,13.0206,77.5945
GANGANAGAR,2022,8,,KIDNAPPING AND ABDUCTION,13.0241,77.5949
GANGANAGARA,2016,3,,PUBLIC SAFETY,13.0262,77.589
GANGONDANAHALLI,2020,12,,CHEATING,13.0017,77.4725
GANGONDANAHALLI,2024,1,,COPY RIGHT ACT 1957,13.02,77.4682
GANGONDANAHALLI,2020,3,,CHEATING,13.0056,77.4701
GANGONDANAHALLI,2020,12,,THEFT,13.0018,77.4709
GANGONDANAHALLI,2024,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0082,77.4704
GANGONDANAHALLI,2023,10,,BURGLARY - NIGHT,13.0226,77.4544
GARDEN VILLAS,2024,1,,CYBER CRIME,12.9689,77.5248
GARDEN VILLAS,2023,10,,CYBER CRIME,12.9695,77.5271
GAS,2022,4,,ROBBERY,12.9198,77.5182
GAYATHRI GATE,2017,3,,PUBLIC SAFETY,13.0101,77.5838
GAYATHRINAGAR,2017,4,,THEFT,12.9976,77.5626
GAYATHRINAGAR,2023,12,,MOLESTATION,13.0012,77.5582
GAYATHRINAGAR,2017,7,,THEFT,12.9964,77.5643
GAYATHRINAGAR,2018,12,,THEFT,12.9985,77.5617
GEM PLAZA SAFINA FLAZA ANDREW'S CHURCH,2024,2,,CHEATING,12.982,77.6013
GIRINAGAR,2022,12,,THEFT,12.9359,77.5509
GIRINAGARA SECOND PHASE,2023,10,,FORGERY,12.9326,77.5365
GIRINAGARA T BLOCK,2023,11,,CASES OF HURT,12.9179,77.5347
GOKULA,2019,5,,DEATHS DUE TO RASHNESS/NEGLIGENCE,13.0397,77.5556
GOPALAPURA,2024,1,,CYBER CRIME,12.9754,77.5764
GOTTIGERE,2021,4,,THEFT,12.8564,77.5888
GOTTIGERE,2018,6,,THEFT,12.8552,77.5857
GOTTIGERE,2017,5,,BURGLARY - DAY,12.8563,77.5873
GUNJUR BALAGERE GUNJUROALYA,2022,10,,CASES OF HURT,12.9217,77.7336
GUNJUR BALAGERE GUNJUROALYA,2023,10,,CHEATING,12.9226,77.7368
GUNJUR BALAGERE GUNJUROALYA,2023,11,,THEFT,12.9388,77.6975
GUNJUR BALAGERE GUNJUROALYA,2016,9,,MISSING PERSON,12.9206,77.7341
GUNJUR BALAGERE GUNJUROALYA,2020,6,,MISSING PERSON,12.9544,77.7331
GUNJUR BALAGERE GUNJUROALYA,2023,11,,THEFT,12.9222,77.7294
GUNJUR BALAGERE GUNJUROALYA,2023,11,,CYBER CRIME,12.9217,77.7369
GUNJUR BALAGERE GUNJUROALYA,2024,1,,CASES OF HURT,12.9218,77.7204
GUNJUR BALAGERE GUNJUROALYA,2020,1,,CYBER CRIME,12.9319,77.7265
GURAPPANA PALYA,2016,4,,BURGLARY - NIGHT,12.9166,77.6071
GURAPPANA PALYA,2021,6,,ANIMAL,12.9034,77.6072
GURAPPANA PALYA,2016,12,,BURGLARY - NIGHT,12.9195,77.6035
GURAPPANA PALYA,2016,7,,THEFT,12.923,77.6064
GURAPPANA PALYA,2016,5,,THEFT,12.9151,77.6096
GURUDATTA LAYOUT,2023,6,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9587,77.532
Gandhinagara,2023,12,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.1013,77.5397
Garudacharapalya,2023,11,,CYBER CRIME,12.9887,77.7005
Garvebhavipalya,2024,2,,CYBER CRIME,12.8298,77.634
Geleyara balaga,2023,2,,CRIMES RELATED TO WOMEN,13.0028,77.5473
Girinagar,2016,,,2 wheeler theft,12.8983412,77.5867776
Girinagar,2016,,,2 wheeler theft,12.8843862,77.5612567
Girinagar,2019,,,2 wheeler theft,12.895621,77.659851
Girinagar,2015,,,2 wheeler theft,12.8953297,77.5789612
Girinagar,2016,,,2 wheeler theft,12.9087798,77.5718047
Girinagar,2017,,,2 wheeler theft,12.9109125,77.5865459
Girinagar,2016,,,2 wheeler theft,12.8977777,77.5705204
Girinagar,2019,,,2 wheeler theft,12.94578,77.57144
Girinagar,2016,,,2 wheeler theft,12.9124103,77.5870629
Girinagar,2015,,,2 wheeler theft,12.9077254,77.5978325
Goodshed Road,2023,8,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9807,77.5687
Goodshed Road,2023,3,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9703,77.5743
Goodshed Road,2023,1,,CRIMES RELATED TO WOMEN,12.9742,77.5709
Goraguntepalya Circle,2022,5,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0238,77.5396
Govindapura,2024,2,,KIDNAPPING AND ABDUCTION,13.0339,77.6197
Govindapura,2023,9,,DOWRY DEATHS,13.0308,77.6169
Govindapura,2023,8,,MISSING PERSON,13.0343,77.6197
Govindapura,2023,12,,CYBER CRIME,13.0398,77.6194
Govindarajanagar,2023,10,,CYBER CRIME,12.9777,77.5351
Govindarajanagar,2022,12,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9798,77.5362
Gowthampur,2017,2,,THEFT,12.9697,77.6307
Gowthampur,2017,4,,THEFT,12.9657,77.6261
Gowthampur,2019,8,,THEFT,12.9711,77.6321
Gubbalala,2024,1,,THEFT,12.8355,77.5366
Gubbalalla,2023,6,,PUBLIC SAFETY,12.8795,77.5444
Gubbalalla,2023,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8598,77.526
Gubbalalla,2023,7,,PUBLIC SAFETY,12.8779,77.5426
Gubbalalla,2023,11,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8974,77.5406
Gupta Layout,2021,9,,CRIMINAL INTIMIDATION,12.9309,77.5776
Gupta Layout,2018,2,,CrPC,12.9745,77.6389
H M T ROAD MATHIKRE,2020,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0174,77.56
H.I.G COLONY,2018,1,,MISSING PERSON,13.0418,77.5697
H.I.G COLONY,2022,9,,THEFT,13.04,77.56
H.I.G COLONY,2018,5,,MOLESTATION,13.043,77.5665
H.I.G COLONY,2023,8,,MISSING PERSON,13.0436,77.5632
HALENAHALLI,2020,12,,KARNATAKA POLICE ACT 1963,13.1689,77.4469
HAMEEDKHAN GARDEN,2017,10,,CASES OF HURT,12.9578,77.5801
HAMEEDKHAN GARDEN,2022,6,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9595,77.5806
HAMEEDKHAN GARDEN,2019,1,,CHEATING,12.9577,77.585
HAMEEDKHAN GARDEN,2018,4,,CrPC,12.9547,77.5823
HAMEEDKHAN GARDEN,2023,5,,THEFT,12.9559,77.5806
HANUMATHAPURA,2023,6,,CASES OF HURT,12.9906,77.5675
HARAGADDE,2021,10,,KARNATAKA POLICE ACT 1963,12.7651,77.6563
HARAGADDE,2020,4,,MISSING PERSON,12.7644,77.6545
HARASHA LAYOUT,2022,6,,THEFT,12.9178,77.4845
HBR LAYOUT,2024,2,,KARNATAKA POLICE ACT 1963,13.0167,77.6217
HBR LAYOUT,2023,12,,CYBER CRIME,13.0325,77.634
HBR Layout,2023,12,,ROBBERY,13.0347,77.6416
HBR Layout,2019,3,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0359,77.6404
HEASRGHATTA MAIN ROAD,2019,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0926,77.4905
HEASRGHATTA MAIN ROAD,2023,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1006,77.5275
HEASRGHATTA MAIN ROAD,2019,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.105,77.4839
HEASRGHATTA MAIN ROAD,2019,7,,MOTOR VEHICLE ACCIDENTS FATAL,13.0703,77.5039
HEELALIGE,2022,3,,MISSING PERSON,12.7516,77.6899
HEELALIGE,2022,8,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7888,77.7047
HEELALIGE,2019,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7981,77.6956
HEGGADADEVANAPURA,2022,8,,MISSING PERSON,13.1294,77.4557
HEGGADADEVANAPURA,2022,7,,CRIMES RELATED TO WOMEN,13.0872,77.4654
HEGGADADEVANAPURA,2022,3,,THEFT,13.0849,77.4634
HEGGADADEVANAPURA,2023,11,,MOTOR VEHICLE ACCIDENTS FATAL,13.0785,77.4508
HEGGANAHALLI,2017,5,,NEGLIGENT ACT,13.0099,77.5062
HEGGANAHALLI,2022,8,,POCSO,13.0018,77.4992
HEGGANAHALLI,2017,6,,MOTOR VEHICLE ACCIDENTS FATAL,13.0189,77.5098
HEGGANAHALLI,2023,5,,CASES OF HURT,13.0018,77.4992
HEGGANAHALLI,2016,8,,PUBLIC SAFETY,13.0051,77.5269
HEGGANAHALLI,2022,10,,CRIMES RELATED TO WOMEN,13.0028,77.4982
HEGGANAHALLI,2016,2,,CYBER CRIME,13.0159,77.5114
HEGGANAHALLI,2016,8,,PUBLIC SAFETY,13.0185,77.5153
HEGGANAHALLI,2022,4,,ARMS ACT  1959,13.0013,77.5161
HEGGANAHALLI,2022,5,,KARNATAKA POLICE ACT 1963,13.0283,77.5196
HEGGANAHALLI,2016,3,,PUBLIC SAFETY,13.0032,77.5262
HEGGANAHALLI,2023,4,,PUBLIC SAFETY,13.0189,77.502
HEGGANAHALLI,2016,12,,NEGLIGENT ACT,13.0035,77.5261
HESARAGHATTA,2023,12,,MISSING PERSON,13.1152,77.4853
HESARAGHATTA,2018,6,,CrPC,13.1152,77.4853
HESARUGHATTA,2024,1,,Karnataka State Local Act,13.082,77.7728
HESARUGHATTA,2018,9,,THEFT,13.082,77.7728
HESARUGHATTA,2020,9,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.1259,77.4724
HIGH GROUND,2024,2,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9839,77.5833
HIGH GROUNDS,2024,2,,PUBLIC SAFETY,12.986,77.5896
HKP road,2024,1,,CASES OF HURT,12.9884,77.6011
HMT BLOCK,2016,9,,CHEATING,13.0204,77.5975
HMT COLONY,2018,7,,CASES OF HURT,13.0467,77.5347
HMT FACTORY.,2018,5,,CrPC,13.0536,77.5322
HMT FACTORY.,2018,1,,CRIMES RELATED TO WOMEN,13.0488,77.5437
HMT FACTORY.,2021,11,,THEFT,13.0458,77.5412
HONGASANDRA,2020,3,,MISSING PERSON,12.894,77.6363
HOODI ROAD,2018,7,,DEATHS DUE TO RASHNESS/NEGLIGENCE,13.0169,77.718
HOODI ROAD,2020,11,,DACOITY,13.0104,77.7028
HOODI ROAD,2017,1,,THEFT,13.0034,77.6984
HOODI ROAD,2018,6,,THEFT,13.0104,77.7034
HOODI ROAD,2018,7,,THEFT,13.0015,77.7032
HOODI ROAD,2020,9,,MISSING PERSON,13.0057,77.7269
HOODI ROAD,2019,3,,THEFT,13.0104,77.7028
HOODI ROAD,2023,11,,THEFT,13.0567,77.735
HOODI ROAD,2018,3,,CRIMINAL TRESPASS,13.0169,77.718
HOPE FORM TPL WHITEFIELD MAIN ROAD,2021,5,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9839,77.7524
HOSA ROAD,2023,10,,CASES OF HURT,12.8908,77.6734
HOSA ROAD,2023,10,,KIDNAPPING AND ABDUCTION,12.8761,77.6541
HOSA ROAD JUNCTION,2021,8,,CASES OF HURT,12.8787,77.637
HOSAKOTE TOWN,2021,3,,CRIMINAL BREACH OF TRUST,13.0374,77.4752
HOSAKOTE TOWN,2020,9,,MOTOR VEHICLE ACCIDENTS FATAL,13.0583,77.7697
HOSAPALYA,2022,10,,THEFT,12.9036,77.6314
HOSAPALYA,2024,1,,CYBER CRIME,12.9639,77.6352
HOSUR LASKAR ROAD,2023,12,,PUBLIC SAFETY,12.9357,77.6155
HSR Layout,2021,4,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9151,77.6444
HSR Layout,2024,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.912,77.6518
HSR Layout,2023,11,,MOTOR VEHICLE ACCIDENTS FATAL,12.9245,77.6518
HSR Layout,2020,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9172,77.6434
HULIMAVU GATE,2021,9,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.877,77.6029
HULIMAVU GATE,2021,12,,THEFT,12.8772,77.6028
HULIMAVU GATE,2021,6,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.8856,77.6114
HULIMAVU GATE,2023,12,,MISSING PERSON,12.8798,77.6123
HULIMAVU GATE,2023,12,,THEFT,12.9715,77.6172
HULIMAVU GATE,2023,12,,CRUELTY BY HUSBAND,12.7757,77.4566
HULIMAVU GATE,2024,1,,THEFT,12.9034,77.5882
HURULICHIKKANAHALLI,2016,4,,MOLESTATION,13.1094,77.5042
Hanumantha Nagar,2019,,,2 wheeler theft,12.93377,77.57457
Hanumantha Nagar,2019,,,2 wheeler theft,12.92444,77.57102
Hanumantha Nagar,2018,,,2 wheeler theft,12.917888,77.555785
Hanumantha Nagar,2016,,,2 wheeler theft,12.9327402,77.589576
Hanumantha Nagar,2018,,,2 wheeler theft,12.9100432,77.5903
Hanumantha Nagar,2018,,,2 wheeler theft,12.925182,77.564736
Hanumantha Nagar,2017,,,2 wheeler theft,12.936872,77.581466
Hanumantha Nagar,2017,,,2 wheeler theft,12.9116607,77.5860521
Hanumantha Nagar,2015,,,2 wheeler theft,12.9446676,77.592128
Havanru Badavane,2018,2,,KIDNAPPING AND ABDUCTION,13.0418,77.4858
Havanru Badavane,2018,8,,THEFT,13.025,77.4812
Havanru Badavane,2016,6,,BURGLARY - NIGHT,13.0609,77.5049
Havanur Circle,2019,4,,THEFT,12.9926,77.5347
Hebbala Fly over,2022,4,,PUBLIC SAFETY,13.0575,77.5936
Hebbala Fly over,2024,2,,PUBLIC SAFETY,13.0463,77.5916
Hebbala village,2023,11,,THEFT,13.0383,77.5897
Hebbala village,2023,11,,KIDNAPPING AND ABDUCTION,13.0356,77.596
Hebbala village,2024,1,,THEFT,13.0398,77.5897
Hebbala village,2021,9,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0413,77.5902
Hebbala village,2022,7,,MISSING PERSON,13.0367,77.5993
Hebbala village,2021,11,,MISSING PERSON,13.0375,77.6002
Hennur Bande.,2019,7,,MISSING PERSON,13.0246,77.6479
Hennur Bande.,2019,4,,CHEATING,13.0255,77.6511
Hennur main road,2024,1,,PUBLIC SAFETY,13.0113,77.6252
Herohalli,2023,12,,THEFT,12.9868,77.4914
Herohalli,2023,10,,THEFT,12.9871,77.4918
Hongasandra,2021,5,,MISSING PERSON,12.8948,77.6283
Hongasandra,2021,4,,MISSING PERSON,12.9014,77.6267
Hongasandra,2023,10,,THEFT,12.8901,77.6201
Honnenahalli,2021,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1581,77.5673
Horamavu,2023,11,,THEFT,13.0525,77.6359
Hosaguddahalli Junction,2021,3,,MOTOR VEHICLE ACCIDENTS FATAL,12.9537,77.5429
Hosaguddahalli Junction,2021,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.95,77.521
Hosaguddahalli Junction,2023,10,,PUBLIC SAFETY,12.9565,77.5473
Hosaguddahalli Junction,2023,12,,PUBLIC SAFETY,12.9388,77.684
Hosaguddahalli Junction,2022,5,,PUBLIC SAFETY,12.9446,77.53
Hosaguddahalli Junction,2021,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9386,77.5325
Hosaguddahalli Junction,2018,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9566,77.5482
Hosakerehalli,2019,11,,CRIMES RELATED TO WOMEN,12.939,77.5465
Hosakerehalli,2021,8,,THEFT,12.9326,77.5478
I.T.I LAYOUT,2019,11,,BURGLARY - NIGHT,12.9315,77.5571
IBRAHIM SAHEB STREET,2021,8,,THEFT,12.9813,77.6103
IBRAHIM SAHEB STREET,2020,1,,THEFT,12.9838,77.6082
IBRAHIM SAHEB STREET,2020,10,,THEFT,12.983,77.6067
ICICI Bank Circle,2017,1,,SUICIDE,12.9329,77.5839
ICICI Bank Circle,2016,11,,THEFT,12.9329,77.5839
ICICI Bank Circle,2018,9,,THEFT,12.9179,77.5888
ICICI Bank Circle,2023,8,,CYBER CRIME,12.9287,77.5813
IGGALURU,2024,2,,MISSING PERSON,12.793,77.7049
IGGALURU,2020,4,,MISSING PERSON,12.7934,77.7101
IGGALURU,2019,6,,THEFT,12.7967,77.7098
IGGALURU,2023,8,,THEFT,12.8021,77.709
IGGALURU,2022,6,,THEFT,12.8024,77.7047
IGGALURU,2023,3,,MOTOR VEHICLE ACCIDENTS FATAL,12.8926,77.7048
IGGALURU,2019,10,,MISSING PERSON,12.7868,77.7057
IGGALURU,2019,1,,THEFT,12.794,77.7092
IGGALURU,2019,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8043,77.7008
IGGALURU,2020,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7979,77.7063
IGGALURU,2023,12,,RIOTS,12.793,77.705
IGGALURU,2019,1,,CrPC,12.803,77.6966
IGGALURU,2019,1,,MISSING PERSON,12.7929,77.7056
IGGALURU,2019,2,,THEFT,12.8024,77.699
IGGALURU,2021,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8043,77.7012
IGGALURU,2021,8,,Disobedience to Order Promulgated by PublicServan,12.8018,77.7053
IGGALURU,2023,12,,CYBER CRIME,12.8005,77.7116
IGGALURU,2023,10,,BURGLARY - NIGHT,12.793,77.705
INDIAN INSTITUTE OF SCIENCE,2020,9,,CHEATING,13.0218,77.5672
INDIRA COLONY,2017,4,,CRUELTY BY HUSBAND,12.9502,77.5272
INDIRA COLONY,2017,12,,MISSING PERSON,12.9532,77.5266
INDIRA COLONY,2023,4,,REPRESENTATION OF PEOPLE ACT 1951 & 1988,12.9572,77.5235
INDIRA COLONY,2024,2,,CYBER CRIME,12.9771,77.5413
INDIRA COLONY,2019,3,,THEFT,12.9569,77.5268
INDIRA COLONY,2022,1,,CHEATING,12.9556,77.5258
INDIRA COLONY,2023,9,,THEFT,12.9592,77.5234
INDIRA COLONY,2022,4,,THEFT,12.9611,77.5268
INDIRA COLONY,2023,11,,THEFT,12.9592,77.5315
INDIRANAGAR,2023,11,,THEFT,12.9736,77.6345
INDIRANAGAR,2023,12,,THEFT,12.9678,77.6413
INDIRANAGAR,2022,4,,THEFT,12.9798,77.6414
INDIRANGARA,2024,1,,NEGLIGENT ACT,12.9665,77.6431
INDIRANGARA,2023,10,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9766,77.6409
INDUSTRIAL AREA,2024,2,,CYBER CRIME,13.1001,77.5839
INDUSTRIAL AREA,2023,12,,THEFT,13.1004,77.5845
ISRO LAYOUT,2022,12,,KIDNAPPING AND ABDUCTION,12.9032,77.5621
ITI AREA,2018,11,,THEFT,13.0104,77.7034
ITI LAYOUT,2023,4,,THEFT,12.9435,77.4896
ITTAMADU,2016,11,,THEFT,12.9238,77.5482
ITTAMADU,2020,2,,THEFT,12.9242,77.5435
ITTAMADU,2016,6,,CRUELTY BY HUSBAND,12.9327,77.5545
IVth Model House Street,2019,6,,CASES OF HURT,12.9368,77.5718
Ibbalurr,2021,10,,MISSING PERSON,12.8885,77.673
Ibbalurr,2023,2,,FORGERY,12.903,77.6622
Ibbalurr,2017,10,,THEFT,12.9198,77.6663
Ibbalurr,2023,11,,NEGLIGENT ACT,12.9087,77.6768
Ibbalurr,2023,10,,CHEATING,12.9009,77.6778
Ibbalurr,2024,2,,CASES OF HURT,12.8969,77.6749
Ibbalurr,2023,1,,MISSING PERSON,12.9256,77.6704
Industrial town,2023,11,,Karnataka State Local Act,12.9744,77.5504
Isro Layout,2016,11,,CHEATING,12.9086,77.5646
Isro layout,2023,11,,THEFT,12.8952,77.5558
Ist Cross Road,2023,10,,THEFT,12.9397,77.5752
Ist Main,2021,9,,PUBLIC SAFETY,12.9605,77.5694
J C NAGAR,2017,9,,NEGLIGENT ACT,13.0013,77.5945
J C NAGAR,2018,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0099,77.5907
J C NAGAR,2017,1,,PUBLIC SAFETY,13.0061,77.593
J C NAGARA,2022,5,,MISSING PERSON,13.0006,77.5309
J C NAGARA,2023,1,,MISSING PERSON,13.0019,77.5315
J C ROAD,2023,10,,THEFT,12.9617,77.5848
J C ROAD,2022,2,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9602,77.5865
J J R nagar,2019,2,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9628,77.5602
J K PUR JUNCTION,2023,4,,PUBLIC SAFETY,12.9515,77.5993
J P NAGARA,2024,2,,MOTOR VEHICLE ACCIDENTS FATAL,12.9106,77.5834
J P Nagar,2017,,,2 wheeler theft,12.89819504,77.56937533
J P Nagar,2017,,,2 wheeler theft,12.89829019,77.56920573
J P Nagar,2017,,,2 wheeler theft,12.90803328,77.5632487
J P Nagar,2016,,,2 wheeler theft,12.90452649,77.56615191
J P Nagar,2017,,,2 wheeler theft,12.8822193,77.5659682
J P Nagar,2018,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8778,77.6275
J P Nagar,2018,,,2 wheeler theft,12.889336,77.588762
J P Nagar,2016,,,2 wheeler theft,12.88298531,77.55735737
J P Nagar,2019,,,2 wheeler theft,12.8807444,77.57559
J P Nagar,2019,,,2 wheeler theft,12.9069823,77.552059
J P Nagar,2023,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8809,77.6174
J P Nagar,2017,,,2 wheeler theft,12.91563196,77.55525352
J P Nagar,2016,,,2 wheeler theft,12.8957622,77.55994162
J P Nagar,2017,,,2 wheeler theft,12.90806695,77.56114094
J P Nagar,2018,,,2 wheeler theft,12.86823196,77.576016
J P Nagar,2017,,,2 wheeler theft,12.89281339,77.56663005
J P Nagar,2017,,,2 wheeler theft,12.90123583,77.55476619
J P Nagar,2015,,,2 wheeler theft,12.91082185,77.56824521
J.B.NAGARA,2023,11,,CYBER CRIME,12.9716,77.6526
J.B.NAGARA,2023,11,,CYBER CRIME,12.9684,77.6536
J.C.NAGAR,2017,9,,NEGLIGENT ACT,13.0061,77.593
J.M ROAD,2022,10,,KARNATAKA POLICE ACT 1963,12.9656,77.5818
J.M ROAD,2021,12,,CHEATING,12.9669,77.583
J.M ROAD,2021,3,,CHEATING,12.9683,77.5817
J.N.TATA AUDITORIUM,2017,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0141,77.5658
JAIMARUTHI NAGARA,2024,2,,CASES OF HURT,13.0119,77.5309
JAIMARUTHI NAGARA,2022,2,,CYBER CRIME,13.0116,77.5321
JAIMARUTHI NAGARA,2023,5,,THEFT,13.009,77.53
JAIMARUTHI NAGARA,2017,12,,CrPC,13.0088,77.5329
JAIMARUTHI NAGARA,2024,1,,CYBER CRIME,13.0112,77.5351
JAIMARUTHI NAGARA,2019,7,,CASES OF HURT,13.0101,77.5323
JAIMARUTHI NAGARA,2020,8,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0101,77.5329
JAIMARUTHI NAGARA,2022,8,,THEFT,13.0097,77.5267
JAIMARUTHI NAGARA,2017,7,,CASES OF HURT,13.0114,77.5329
JAIMARUTHI NAGARA,2018,12,,DACOITY,13.0088,77.5329
JAIMARUTHI NAGARA,2023,2,,THEFT,13.0055,77.5283
JAKKASANDRA,2023,10,,BURGLARY - NIGHT,12.9281,77.6341
JAKKASANDRA BLOCK,2023,10,,CRIMINAL INTIMIDATION,12.9287,77.6293
JARAGANAHALLI BUS STAND,2017,6,,PUBLIC SAFETY,12.8826,77.558
JARAGANAHALLI BUS STAND,2017,6,,NEGLIGENT ACT,12.9142,77.5467
